transaction_id,settlement_date,settlement_status,delay_hours
6650,13-01-2024 11:59,Settled,43
6651,06-04-2024 08:33,Settled,71
6652,19-07-2024 02:30,Settled,57
6653,21-02-2024 05:11,Settled,14
6654,13-10-2024 07:16,Settled,46
6655,24-10-2024 05:19,Settled,10
6656,03-09-2024 09:10,Settled,26
6657,13-12-2024 12:13,Pending,64
6658,20-01-2024 09:49,Settled,43
6659,19-06-2024 18:50,Settled,51
6660,14-11-2024 12:41,Settled,24
6661,01-11-2024 16:15,Settled,35
6662,16-01-2024 14:55,Settled,0
6663,26-03-2024 01:53,Settled,41
6664,10-04-2024 12:59,Settled,6
6665,16-02-2024 21:27,Settled,15
6666,17-10-2024 15:29,Settled,67
6667,06-09-2024 04:09,Settled,63
6668,23-03-2024 08:53,Settled,3
6669,19-07-2024 12:46,Settled,26
6670,16-02-2024 03:01,Settled,6
6671,15-01-2024 00:05,Failed,48
6672,27-03-2024 04:10,Settled,52
6673,13-08-2024 20:09,Settled,67
6674,12-05-2024 00:59,Settled,18
6675,03-07-2024 21:33,Settled,34
6676,01-10-2024 12:50,Settled,36
6677,20-03-2024 00:42,Settled,30
6678,18-12-2024 16:15,Settled,60
6679,31-01-2024 11:27,Settled,19
6680,22-10-2024 19:42,Settled,39
6681,12-10-2024 21:59,Settled,14
6682,28-07-2024 02:43,Settled,68
6683,29-12-2024 03:44,Settled,2
6684,07-04-2024 09:34,Settled,28
6685,26-03-2024 20:21,Failed,39
6686,27-01-2024 05:24,Settled,70
6687,27-06-2024 20:39,Settled,18
6688,20-05-2024 20:07,Settled,34
6689,16-11-2024 18:43,Failed,2
6690,09-10-2024 15:39,Settled,10
6691,13-01-2024 00:35,Settled,23
6692,19-01-2024 17:13,Settled,21
6693,22-03-2024 07:54,Settled,34
6694,26-02-2024 05:12,Settled,42
6695,16-04-2024 01:31,Pending,49
6696,16-11-2024 13:10,Settled,46
6697,01-11-2024 20:58,Settled,38
6698,19-05-2024 06:16,Settled,6
6699,14-05-2024 11:47,Settled,44
6700,19-04-2024 12:46,Settled,61
6701,23-03-2024 11:25,Settled,26
6702,30-11-2024 02:45,Settled,36
6703,25-12-2024 12:06,Settled,39
6704,09-05-2024 11:48,Settled,22
6705,22-07-2024 06:50,Settled,1
6706,17-07-2024 00:22,Settled,64
6707,04-10-2024 00:02,Pending,25
6708,08-04-2024 09:38,Settled,41
6709,02-02-2024 11:58,Pending,59
6710,07-05-2024 14:19,Settled,39
6711,29-08-2024 21:44,Settled,48
6712,17-11-2024 09:26,Settled,45
6713,22-12-2024 22:30,Settled,19
6714,05-09-2024 18:25,Settled,64
6715,19-01-2024 13:21,Settled,40
6716,24-05-2024 07:26,Settled,42
6717,24-08-2024 19:33,Settled,65
6718,14-05-2024 06:14,Settled,70
6719,27-08-2024 05:34,Settled,61
6720,18-11-2024 09:26,Settled,62
6721,08-11-2024 16:33,Settled,43
6722,02-06-2024 18:13,Settled,18
6723,06-11-2024 16:29,Settled,50
6724,28-03-2024 03:59,Settled,2
6725,04-07-2024 04:29,Settled,62
6726,30-04-2024 08:39,Settled,67
6727,06-09-2024 19:13,Settled,5
6728,31-03-2024 09:21,Settled,38
6729,27-06-2024 23:08,Settled,17
6730,02-02-2024 11:56,Settled,67
6731,11-05-2024 19:15,Settled,27
6732,12-03-2024 21:31,Settled,21
6733,01-12-2024 05:22,Settled,31
6734,07-12-2024 09:10,Failed,0
6735,10-10-2024 21:00,Settled,15
6736,02-02-2024 11:44,Settled,33
6737,08-07-2024 12:46,Settled,47
6738,22-06-2024 09:18,Settled,67
6739,08-11-2024 20:09,Settled,49
6740,12-05-2024 18:12,Settled,56
6741,21-12-2024 03:23,Failed,28
6742,14-01-2024 07:41,Settled,30
6743,28-08-2024 16:11,Settled,0
6744,20-04-2024 10:03,Settled,48
6745,07-11-2024 11:50,Settled,27
6746,26-06-2024 00:17,Settled,4
6747,15-01-2024 03:55,Settled,16
6748,24-05-2024 17:16,Settled,68
6749,24-12-2024 02:26,Settled,66
6750,12-09-2024 12:29,Settled,71
6751,24-04-2024 05:14,Settled,38
6752,07-02-2024 23:25,Settled,12
6753,14-12-2024 07:08,Settled,5
6754,27-10-2024 13:37,Settled,12
6755,23-02-2024 13:47,Settled,61
6756,04-09-2024 09:59,Pending,53
6757,21-01-2024 22:42,Settled,58
6758,18-09-2024 08:24,Settled,36
6759,31-03-2024 17:47,Settled,47
6760,13-10-2024 01:57,Settled,8
6761,14-08-2024 16:17,Settled,19
6762,01-08-2024 01:51,Settled,71
6763,21-05-2024 17:29,Settled,48
6764,15-06-2024 22:29,Settled,64
6765,09-08-2024 22:02,Settled,59
6766,22-05-2024 22:49,Settled,62
6767,31-01-2024 18:10,Failed,38
6768,05-07-2024 11:17,Settled,22
6769,05-09-2024 21:36,Settled,22
6770,22-10-2024 17:47,Settled,43
6771,03-04-2024 05:02,Settled,43
6772,05-04-2024 13:16,Settled,12
6773,10-02-2024 15:19,Settled,66
6774,15-05-2024 23:33,Settled,46
6775,25-04-2024 05:04,Settled,31
6776,05-03-2024 01:43,Settled,2
6777,01-02-2024 21:05,Settled,69
6778,24-12-2024 04:30,Settled,70
6779,21-03-2024 20:25,Settled,33
6780,28-04-2024 14:28,Settled,26
6781,05-10-2024 19:26,Settled,26
6782,06-02-2024 19:08,Settled,4
6783,07-03-2024 20:21,Settled,62
6784,12-06-2024 05:21,Settled,0
6785,18-03-2024 00:31,Settled,64
6786,10-11-2024 10:16,Settled,32
6787,09-12-2024 11:18,Settled,2
6788,20-01-2024 07:19,Settled,67
6789,17-08-2024 11:21,Settled,15
6790,08-03-2024 20:13,Settled,16
6791,18-12-2024 08:17,Failed,48
6792,24-09-2024 10:25,Settled,52
6793,25-11-2024 08:44,Settled,43
6794,02-02-2024 14:14,Settled,48
6795,20-05-2024 18:45,Settled,9
6796,30-05-2024 19:48,Failed,7
6797,14-06-2024 07:39,Settled,58
6798,27-01-2024 00:01,Settled,28
6799,28-05-2024 23:09,Settled,64
6800,04-11-2024 05:16,Settled,12
6801,30-08-2024 12:44,Settled,41
6802,23-11-2024 06:04,Settled,27
6803,22-01-2024 18:55,Settled,51
6804,28-01-2024 03:46,Settled,18
6805,21-09-2024 10:16,Settled,43
6806,12-11-2024 00:32,Settled,18
6807,16-09-2024 02:38,Settled,38
6808,05-06-2024 23:48,Settled,41
6809,08-04-2024 10:17,Settled,69
6810,08-01-2024 09:51,Settled,54
6811,04-12-2024 11:02,Settled,16
6812,15-04-2024 15:52,Settled,46
6813,04-06-2024 16:18,Settled,31
6814,16-06-2024 08:47,Settled,14
6815,23-08-2024 07:39,Settled,8
6816,12-09-2024 04:32,Settled,42
6817,24-07-2024 06:43,Settled,40
6818,06-10-2024 22:34,Settled,33
6819,26-08-2024 03:29,Settled,14
6820,25-01-2024 12:44,Settled,62
6821,13-12-2024 19:55,Settled,5
6822,05-06-2024 20:39,Settled,10
6823,08-03-2024 13:40,Failed,45
6824,18-12-2024 00:39,Settled,65
6825,14-03-2024 21:31,Failed,7
6826,24-01-2024 16:53,Settled,27
6827,27-02-2024 11:32,Settled,42
6828,13-05-2024 04:30,Settled,27
6829,01-12-2024 03:49,Settled,49
6830,09-02-2024 08:13,Settled,50
6831,01-04-2024 04:02,Settled,67
6832,28-06-2024 08:26,Pending,21
6833,10-08-2024 20:46,Settled,0
6834,12-03-2024 20:28,Settled,41
6835,18-09-2024 06:55,Settled,14
6836,08-12-2024 07:18,Settled,5
6837,29-02-2024 15:05,Settled,62
6838,26-02-2024 08:40,Settled,40
6839,21-06-2024 04:47,Settled,64
6840,08-05-2024 11:53,Settled,5
6841,05-04-2024 19:52,Failed,35
6842,23-07-2024 16:30,Settled,20
6843,17-06-2024 18:52,Settled,30
6844,19-11-2024 00:41,Settled,18
6845,22-07-2024 09:26,Settled,63
6846,14-02-2024 10:41,Settled,9
6847,05-01-2024 16:48,Settled,46
6848,20-04-2024 20:47,Settled,41
6849,16-08-2024 06:43,Settled,20
6850,11-09-2024 06:27,Settled,56
6851,29-12-2024 09:51,Settled,29
6852,14-04-2024 14:49,Settled,50
6853,10-04-2024 22:24,Settled,43
6854,27-04-2024 07:48,Settled,41
6855,03-05-2024 10:03,Settled,37
6856,17-02-2024 08:10,Settled,17
6857,16-06-2024 05:40,Settled,59
6858,20-10-2024 21:28,Settled,58
6859,16-12-2024 10:55,Settled,2
6860,01-09-2024 07:31,Settled,48
6861,17-01-2024 02:20,Settled,12
6862,23-08-2024 12:01,Settled,21
6863,24-06-2024 08:08,Settled,26
6864,26-08-2024 12:50,Settled,5
6865,03-01-2024 12:58,Settled,41
6866,01-09-2024 23:02,Settled,34
6867,04-12-2024 05:19,Settled,44
6868,29-11-2024 05:51,Settled,22
6869,09-07-2024 06:44,Settled,68
6870,26-12-2024 19:24,Settled,60
6871,14-05-2024 16:41,Settled,28
6872,02-05-2024 06:49,Settled,65
6873,25-07-2024 08:30,Pending,63
6874,23-03-2024 02:44,Settled,28
6875,10-11-2024 21:28,Settled,71
6876,25-12-2024 14:55,Settled,1
6877,31-01-2024 00:24,Settled,33
6878,05-01-2024 01:59,Settled,54
6879,01-03-2024 11:18,Settled,42
6880,20-06-2024 02:53,Settled,28
6881,24-04-2024 12:59,Settled,22
6882,01-07-2024 11:39,Settled,67
6883,12-02-2024 11:02,Failed,61
6884,03-01-2024 16:42,Settled,1
6885,28-10-2024 15:00,Settled,5
6886,13-05-2024 23:33,Settled,25
6887,24-03-2024 11:54,Settled,27
6888,26-11-2024 03:03,Settled,49
6889,01-11-2024 17:20,Failed,41
6890,31-10-2024 18:54,Settled,35
6891,24-03-2024 02:02,Settled,3
6892,15-01-2024 12:48,Settled,54
6893,27-01-2024 05:48,Settled,33
6894,13-09-2024 14:00,Pending,34
6895,21-12-2024 23:16,Settled,10
6896,15-11-2024 17:26,Settled,45
6897,06-06-2024 10:25,Settled,69
6898,09-01-2024 03:24,Settled,4
6899,04-10-2024 02:56,Settled,29
6900,29-01-2024 08:06,Failed,57
6901,18-10-2024 21:25,Settled,10
6902,28-08-2024 15:26,Settled,60
6903,05-10-2024 07:23,Settled,28
6904,03-05-2024 22:51,Settled,67
6905,26-03-2024 05:02,Settled,71
6906,08-06-2024 13:20,Pending,70
6907,06-12-2024 22:03,Settled,52
6908,30-05-2024 17:53,Settled,19
6909,23-07-2024 11:12,Settled,67
6910,01-02-2024 20:21,Settled,12
6911,29-02-2024 11:34,Settled,3
6912,10-06-2024 07:35,Settled,27
6913,27-06-2024 14:40,Failed,69
6914,01-07-2024 20:16,Settled,3
6915,25-11-2024 11:29,Settled,26
6916,16-01-2024 08:02,Settled,31
6917,24-01-2024 00:09,Settled,2
6918,23-09-2024 13:05,Settled,8
6919,18-01-2024 10:24,Settled,71
6920,25-06-2024 08:46,Settled,29
6921,01-06-2024 12:41,Settled,30
6922,11-06-2024 01:46,Settled,34
6923,22-05-2024 11:15,Settled,38
6924,12-11-2024 15:54,Settled,50
6925,05-01-2024 03:47,Settled,51
6926,06-07-2024 08:47,Settled,17
6927,18-02-2024 12:35,Settled,0
6928,15-12-2024 10:15,Settled,6
6929,14-09-2024 01:18,Failed,39
6930,23-04-2024 19:57,Failed,21
6931,23-04-2024 09:58,Pending,39
6932,18-07-2024 12:46,Settled,7
6933,05-02-2024 06:29,Settled,44
6934,12-09-2024 06:19,Settled,10
6935,31-08-2024 18:12,Settled,50
6936,10-01-2024 20:21,Settled,13
6937,04-04-2024 16:10,Failed,71
6938,08-11-2024 13:18,Settled,18
6939,14-02-2024 00:49,Settled,49
6940,20-09-2024 05:42,Settled,61
6941,24-01-2024 14:51,Settled,57
6942,18-06-2024 17:25,Settled,42
6943,18-05-2024 03:10,Settled,53
6944,02-01-2024 13:45,Settled,11
6945,09-01-2024 11:27,Settled,37
6946,26-03-2024 01:17,Settled,6
6947,26-06-2024 07:14,Settled,54
6948,29-04-2024 01:54,Settled,63
6949,10-05-2024 03:40,Settled,62
6950,15-07-2024 02:28,Settled,38
6951,17-09-2024 13:19,Settled,64
6952,29-09-2024 18:30,Settled,50
6953,30-11-2024 00:19,Settled,5
6954,14-07-2024 18:53,Settled,54
6955,03-03-2024 08:56,Settled,33
6956,10-02-2024 18:05,Settled,16
6957,12-12-2024 22:18,Settled,59
6958,20-02-2024 02:50,Settled,35
6959,02-06-2024 02:38,Settled,10
6960,30-12-2024 09:52,Settled,9
6961,29-11-2024 01:16,Settled,38
6962,07-08-2024 00:48,Settled,21
6963,26-08-2024 15:07,Settled,7
6964,17-10-2024 22:01,Settled,60
6965,10-11-2024 01:46,Settled,30
6966,05-03-2024 03:32,Settled,43
6967,29-09-2024 10:26,Settled,64
6968,20-07-2024 04:06,Settled,17
6969,21-06-2024 04:52,Settled,70
6970,29-01-2024 13:57,Settled,47
6971,21-07-2024 04:22,Settled,69
6972,27-02-2024 22:09,Settled,10
6973,10-05-2024 14:01,Settled,46
6974,09-01-2024 05:24,Settled,8
6975,14-11-2024 20:42,Failed,8
6976,29-11-2024 08:05,Settled,16
6977,01-11-2024 04:59,Pending,65
6978,19-07-2024 20:32,Settled,38
6979,20-04-2024 06:42,Settled,17
6980,19-02-2024 07:05,Failed,21
6981,30-03-2024 23:52,Settled,26
6982,13-01-2024 02:53,Settled,3
6983,16-08-2024 16:16,Settled,67
6984,23-09-2024 03:51,Settled,29
6985,16-02-2024 09:04,Pending,59
6986,19-03-2024 11:22,Settled,44
6987,15-11-2024 20:16,Failed,14
6988,01-01-2024 23:32,Pending,20
6989,09-12-2024 14:16,Settled,45
6990,12-08-2024 04:49,Settled,28
6991,23-11-2024 16:59,Settled,63
6992,12-08-2024 21:40,Settled,23
6993,25-12-2024 14:20,Settled,33
6994,03-02-2024 16:06,Settled,13
6995,17-09-2024 20:44,Pending,61
6996,16-12-2024 16:45,Settled,71
6997,09-01-2024 06:41,Settled,17
6998,09-12-2024 09:22,Settled,46
6999,04-03-2024 18:43,Settled,24
7000,01-04-2024 12:40,Settled,29
7001,26-07-2024 10:20,Settled,38
7002,31-10-2024 19:53,Settled,21
7003,02-07-2024 21:45,Settled,18
7004,13-11-2024 05:38,Settled,70
7005,19-02-2024 17:53,Failed,55
7006,18-12-2024 11:17,Settled,9
7007,11-10-2024 23:27,Settled,25
7008,13-04-2024 10:46,Settled,30
7009,18-09-2024 23:07,Settled,35
7010,14-03-2024 10:28,Settled,10
7011,12-05-2024 07:41,Settled,34
7012,10-08-2024 10:02,Failed,12
7013,04-10-2024 03:40,Settled,16
7014,21-05-2024 17:48,Settled,4
7015,18-03-2024 19:43,Failed,59
7016,27-03-2024 20:17,Settled,60
7017,01-09-2024 13:31,Settled,61
7018,07-10-2024 18:08,Settled,21
7019,11-10-2024 15:42,Settled,63
7020,14-03-2024 08:41,Failed,39
7021,09-09-2024 11:10,Settled,62
7022,28-05-2024 04:10,Settled,25
7023,30-05-2024 20:10,Settled,12
7024,09-06-2024 00:56,Settled,8
7025,08-09-2024 11:14,Pending,15
7026,13-04-2024 02:48,Settled,29
7027,12-02-2024 16:41,Settled,22
7028,14-02-2024 22:57,Failed,11
7029,14-07-2024 13:40,Settled,22
7030,27-05-2024 22:19,Settled,13
7031,16-03-2024 11:26,Settled,28
7032,21-04-2024 08:43,Settled,20
7033,07-08-2024 12:28,Failed,38
7034,29-06-2024 01:42,Settled,10
7035,13-11-2024 05:10,Settled,1
7036,12-01-2024 22:21,Settled,32
7037,25-01-2024 18:39,Settled,1
7038,01-04-2024 12:50,Settled,62
7039,29-07-2024 14:36,Settled,44
7040,01-01-2025 02:36,Settled,54
7041,27-06-2024 18:13,Settled,3
7042,09-10-2024 15:46,Settled,13
7043,16-04-2024 07:47,Settled,11
7044,28-02-2024 09:07,Settled,51
7045,11-12-2024 21:29,Settled,66
7046,12-06-2024 15:17,Settled,51
7047,23-08-2024 13:34,Settled,43
7048,25-01-2024 15:26,Settled,65
7049,17-02-2024 22:05,Settled,63
7050,12-03-2024 07:09,Settled,13
7051,03-03-2024 10:49,Settled,52
7052,30-10-2024 06:38,Settled,5
7053,22-07-2024 09:48,Settled,40
7054,20-08-2024 09:31,Settled,46
7055,21-01-2024 09:03,Settled,71
7056,21-02-2024 07:22,Failed,19
7057,25-07-2024 22:46,Settled,38
7058,31-10-2024 05:35,Settled,60
7059,22-08-2024 12:36,Settled,45
7060,07-11-2024 23:49,Settled,69
7061,28-11-2024 01:42,Settled,5
7062,26-02-2024 04:22,Settled,49
7063,12-05-2024 19:20,Settled,29
7064,12-01-2024 04:24,Settled,56
7065,21-05-2024 05:41,Settled,67
7066,19-10-2024 15:45,Settled,30
7067,22-07-2024 16:43,Settled,64
7068,19-08-2024 15:39,Settled,17
7069,16-07-2024 05:37,Settled,50
7070,14-01-2024 14:36,Settled,17
7071,23-09-2024 08:47,Failed,45
7072,27-01-2024 06:06,Settled,25
7073,13-05-2024 09:23,Settled,3
7074,12-07-2024 05:19,Settled,40
7075,11-11-2024 01:09,Settled,27
7076,11-07-2024 04:16,Settled,56
7077,22-06-2024 15:42,Settled,50
7078,15-01-2024 18:01,Settled,28
7079,03-01-2024 03:50,Failed,13
7080,15-08-2024 07:33,Settled,52
7081,06-06-2024 04:35,Settled,61
7082,03-07-2024 10:16,Settled,8
7083,13-07-2024 13:03,Failed,2
7084,13-01-2024 14:17,Settled,40
7085,08-06-2024 04:52,Settled,71
7086,20-11-2024 12:09,Settled,15
7087,22-01-2024 07:11,Settled,47
7088,07-01-2024 20:57,Settled,46
7089,31-01-2024 06:07,Settled,6
7090,26-04-2024 09:15,Settled,22
7091,01-05-2024 07:26,Settled,30
7092,29-09-2024 16:27,Settled,70
7093,29-04-2024 07:33,Settled,38
7094,13-01-2024 19:39,Failed,53
7095,22-04-2024 00:42,Settled,12
7096,09-12-2024 20:03,Settled,41
7097,12-02-2024 09:51,Settled,30
7098,02-12-2024 03:45,Settled,70
7099,29-04-2024 01:56,Settled,58
7100,07-07-2024 10:23,Settled,25
7101,25-04-2024 22:12,Pending,39
7102,09-02-2024 21:46,Pending,0
7103,24-11-2024 02:34,Settled,7
7104,15-09-2024 15:28,Settled,37
7105,15-08-2024 15:15,Settled,69
7106,25-02-2024 13:15,Settled,14
7107,08-10-2024 22:36,Failed,53
7108,12-05-2024 02:21,Settled,69
7109,06-03-2024 12:19,Settled,61
7110,13-09-2024 02:00,Settled,11
7111,05-10-2024 21:55,Settled,51
7112,17-08-2024 23:51,Settled,17
7113,27-09-2024 22:10,Settled,71
7114,16-10-2024 02:43,Settled,68
7115,04-10-2024 15:06,Failed,44
7116,20-04-2024 06:28,Settled,11
7117,28-01-2024 03:04,Settled,42
7118,06-02-2024 22:27,Settled,70
7119,09-12-2024 09:20,Pending,19
7120,23-03-2024 04:26,Settled,47
7121,23-06-2024 05:55,Settled,55
7122,13-12-2024 06:38,Settled,32
7123,15-11-2024 02:27,Settled,12
7124,19-04-2024 10:26,Settled,33
7125,17-02-2024 07:27,Settled,18
7126,31-08-2024 18:25,Settled,35
7127,08-04-2024 07:40,Failed,51
7128,29-06-2024 18:40,Settled,64
7129,22-11-2024 18:29,Failed,11
7130,18-05-2024 00:42,Settled,47
7131,29-08-2024 02:24,Settled,64
7132,23-01-2024 12:29,Settled,67
7133,19-10-2024 16:48,Settled,15
7134,25-08-2024 03:30,Settled,37
7135,04-07-2024 14:46,Settled,55
7136,23-03-2024 20:34,Settled,51
7137,28-04-2024 15:38,Failed,36
7138,10-09-2024 01:51,Settled,40
7139,20-06-2024 00:11,Settled,13
7140,02-08-2024 21:28,Settled,0
7141,03-07-2024 02:26,Settled,68
7142,03-11-2024 15:02,Settled,47
7143,19-01-2024 12:57,Settled,51
7144,09-12-2024 00:33,Settled,60
7145,04-01-2024 11:57,Settled,7
7146,23-04-2024 01:44,Settled,25
7147,07-05-2024 15:34,Settled,7
7148,14-12-2024 20:35,Settled,27
7149,10-01-2024 13:56,Settled,17
7150,03-04-2024 09:41,Settled,46
7151,27-09-2024 14:32,Settled,27
7152,29-09-2024 15:41,Settled,50
7153,30-05-2024 23:47,Settled,26
7154,27-07-2024 01:08,Settled,1
7155,04-10-2024 09:39,Settled,41
7156,02-10-2024 17:16,Settled,58
7157,28-12-2024 02:43,Settled,57
7158,23-08-2024 20:48,Settled,42
7159,28-09-2024 12:42,Settled,10
7160,03-04-2024 08:59,Settled,9
7161,11-02-2024 12:09,Settled,53
7162,17-08-2024 20:25,Settled,43
7163,29-02-2024 04:21,Settled,22
7164,14-01-2024 20:45,Settled,62
7165,20-07-2024 20:23,Settled,24
7166,22-08-2024 16:12,Failed,67
7167,02-04-2024 01:52,Settled,61
7168,27-07-2024 14:49,Settled,38
7169,04-01-2024 04:40,Settled,7
7170,14-03-2024 19:34,Settled,24
7171,19-09-2024 22:53,Settled,26
7172,19-08-2024 23:50,Settled,5
7173,13-12-2024 10:55,Settled,50
7174,25-10-2024 18:30,Settled,18
7175,28-06-2024 04:45,Settled,30
7176,21-10-2024 13:57,Settled,28
7177,29-04-2024 00:38,Pending,3
7178,18-03-2024 23:07,Settled,55
7179,09-12-2024 20:27,Settled,54
7180,28-12-2024 10:55,Settled,17
7181,11-01-2024 22:42,Failed,54
7182,04-10-2024 06:08,Settled,64
7183,14-03-2024 16:19,Settled,17
7184,24-10-2024 21:20,Settled,8
7185,10-10-2024 22:04,Settled,15
7186,04-03-2024 00:59,Settled,35
7187,21-07-2024 14:25,Settled,38
7188,14-03-2024 04:56,Settled,44
7189,14-02-2024 04:10,Settled,67
7190,14-09-2024 04:53,Pending,32
7191,21-06-2024 03:46,Settled,17
7192,22-01-2024 10:04,Settled,27
7193,13-07-2024 13:35,Settled,31
7194,16-02-2024 20:21,Settled,21
7195,25-03-2024 16:33,Settled,40
7196,20-06-2024 04:51,Settled,47
7197,23-08-2024 17:55,Settled,67
7198,06-11-2024 19:35,Settled,43
7199,21-02-2024 13:15,Failed,66
7200,24-09-2024 07:55,Settled,5
7201,04-02-2024 22:51,Settled,52
7202,11-10-2024 23:51,Settled,53
7203,12-05-2024 20:01,Settled,48
7204,22-12-2024 01:49,Settled,27
7205,27-02-2024 22:49,Settled,40
7206,17-01-2024 10:55,Settled,52
7207,19-09-2024 13:49,Settled,18
7208,26-08-2024 10:01,Settled,32
7209,14-04-2024 21:38,Failed,35
7210,03-01-2024 16:38,Settled,59
7211,12-02-2024 23:15,Failed,48
7212,11-12-2024 07:34,Settled,32
7213,01-07-2024 08:37,Settled,64
7214,20-11-2024 07:22,Settled,11
7215,21-09-2024 01:28,Settled,23
7216,18-01-2024 17:03,Settled,55
7217,25-06-2024 17:54,Settled,34
7218,04-09-2024 02:42,Settled,31
7219,08-02-2024 06:22,Settled,48
7220,12-05-2024 23:38,Settled,67
7221,06-09-2024 02:34,Settled,11
7222,11-03-2024 12:59,Settled,1
7223,10-04-2024 12:52,Settled,44
7224,08-11-2024 11:29,Settled,66
7225,04-03-2024 13:43,Pending,65
7226,22-05-2024 21:43,Settled,33
7227,18-02-2024 10:02,Settled,3
7228,17-06-2024 23:49,Settled,33
7229,03-06-2024 17:21,Settled,13
7230,31-08-2024 17:19,Settled,28
7231,23-08-2024 02:46,Settled,46
7232,19-05-2024 02:04,Settled,10
7233,05-04-2024 22:38,Settled,25
7234,03-02-2024 16:46,Settled,4
7235,02-02-2024 02:43,Settled,30
7236,31-08-2024 20:03,Settled,51
7237,05-04-2024 04:38,Settled,27
7238,26-02-2024 00:59,Settled,55
7239,18-01-2024 20:33,Settled,28
7240,27-04-2024 05:16,Settled,18
7241,13-10-2024 22:30,Settled,0
7242,29-03-2024 08:26,Settled,51
7243,29-10-2024 05:39,Settled,47
7244,29-10-2024 01:29,Settled,36
7245,08-12-2024 22:45,Settled,17
7246,13-05-2024 01:57,Settled,1
7247,31-07-2024 03:36,Settled,54
7248,01-03-2024 23:38,Settled,20
7249,06-09-2024 01:01,Settled,45
7250,05-03-2024 08:47,Settled,4
7251,07-10-2024 07:26,Settled,38
7252,10-02-2024 19:24,Settled,60
7253,10-11-2024 17:59,Pending,10
7254,19-08-2024 09:29,Settled,8
7255,18-08-2024 14:04,Settled,41
7256,03-10-2024 00:27,Settled,30
7257,08-10-2024 08:27,Settled,31
7258,29-08-2024 06:05,Settled,42
7259,05-05-2024 09:12,Settled,32
7260,18-02-2024 23:22,Settled,1
7261,08-12-2024 08:57,Settled,2
7262,28-09-2024 10:05,Settled,57
7263,29-04-2024 01:24,Settled,65
7264,16-03-2024 10:23,Failed,39
7265,19-10-2024 14:44,Settled,20
7266,30-04-2024 02:45,Settled,52
7267,24-02-2024 08:32,Settled,10
7268,12-07-2024 02:46,Settled,38
7269,09-06-2024 03:51,Settled,3
7270,24-01-2024 03:06,Settled,28
7271,04-05-2024 20:59,Settled,15
7272,01-04-2024 09:14,Settled,8
7273,17-12-2024 10:28,Settled,68
7274,03-01-2024 23:32,Settled,62
7275,08-01-2024 15:58,Settled,34
7276,17-02-2024 15:18,Settled,29
7277,02-05-2024 21:15,Settled,17
7278,23-01-2024 08:46,Settled,36
7279,31-07-2024 16:22,Settled,10
7280,22-02-2024 18:01,Settled,4
7281,15-01-2024 09:17,Settled,56
7282,06-11-2024 09:03,Settled,6
7283,15-06-2024 00:11,Settled,16
7284,26-11-2024 07:45,Settled,18
7285,01-03-2024 13:29,Settled,26
7286,19-08-2024 21:29,Failed,63
7287,09-01-2024 09:14,Settled,38
7288,24-10-2024 00:00,Settled,59
7289,15-12-2024 21:15,Settled,0
7290,07-04-2024 01:53,Settled,11
7291,19-12-2024 22:46,Settled,17
7292,22-05-2024 20:36,Settled,24
7293,17-11-2024 13:13,Settled,66
7294,04-01-2024 15:38,Settled,42
7295,06-04-2024 08:24,Failed,49
7296,23-06-2024 05:06,Settled,57
7297,19-07-2024 19:40,Settled,19
7298,16-08-2024 09:22,Settled,58
7299,10-03-2024 08:45,Settled,61
7300,06-10-2024 06:50,Failed,33
7301,22-05-2024 11:28,Settled,17
7302,11-04-2024 05:36,Settled,5
7303,08-05-2024 08:41,Failed,33
7304,15-05-2024 12:08,Settled,68
7305,16-09-2024 05:33,Settled,44
7306,02-12-2024 17:01,Settled,16
7307,19-04-2024 20:04,Settled,17
7308,19-08-2024 15:24,Settled,3
7309,25-05-2024 12:48,Settled,10
7310,12-11-2024 19:28,Settled,53
7311,22-08-2024 09:55,Settled,5
7312,07-10-2024 06:01,Settled,64
7313,03-03-2024 02:59,Settled,70
7314,07-10-2024 21:42,Settled,38
7315,14-01-2024 14:18,Settled,36
7316,11-05-2024 17:20,Settled,64
7317,29-10-2024 22:51,Settled,43
7318,06-04-2024 22:24,Settled,3
7319,01-03-2024 19:11,Settled,14
7320,24-03-2024 22:11,Settled,48
7321,24-05-2024 16:32,Settled,11
7322,29-05-2024 07:11,Settled,8
7323,31-10-2024 10:32,Settled,39
7324,24-06-2024 21:40,Failed,27
7325,04-10-2024 06:17,Settled,11
7326,16-11-2024 01:00,Settled,39
7327,08-04-2024 01:36,Settled,3
7328,09-12-2024 19:34,Settled,48
7329,11-07-2024 10:15,Settled,2
7330,19-06-2024 21:08,Settled,42
7331,18-11-2024 20:41,Settled,62
7332,18-08-2024 12:26,Settled,38
7333,03-11-2024 04:10,Settled,65
7334,22-10-2024 13:14,Settled,55
7335,10-12-2024 00:17,Settled,10
7336,21-06-2024 15:43,Settled,48
7337,06-09-2024 19:13,Settled,17
7338,03-11-2024 09:48,Settled,42
7339,11-08-2024 10:43,Settled,14
7340,21-09-2024 10:32,Settled,65
7341,07-07-2024 01:59,Settled,66
7342,15-06-2024 14:53,Settled,50
7343,30-07-2024 15:22,Settled,7
7344,01-08-2024 09:39,Settled,40
7345,16-11-2024 15:23,Settled,70
7346,15-04-2024 02:29,Settled,4
7347,30-09-2024 17:08,Settled,42
